FlightNum,FlightDate,Carrier_Del1,Carrier_Del2,Carrier_Del3,Carrier_Del4,Carrier_Del5,Carrier_Del6,Carrier_Del7,Carrier_Del8,Carrier_Del9,Carrier_Del10
1923,2010-04-02,-11.00,171.00,80.00,-2.00,-6.00,-11.00,-5.00,-4.00,-3.00,-3.00
67,2010-04-02,-11.00,171.00,80.00,-2.00,-6.00,-11.00,-5.00,-4.00,-3.00,-3.00
1927,2010-04-02,-11.00,171.00,80.00,-2.00,-6.00,-11.00,-5.00,-4.00,-3.00,-3.00
1923,2010-04-03,1.00,-5.00,-5.00,107.00,0.00,-2.00,-6.00,24.00,-1.00,25.00
67,2010-04-03,1.00,-5.00,-5.00,107.00,0.00,-2.00,-6.00,24.00,-1.00,25.00
1923,2010-04-04,-2.00,0.00,-7.00,-1.00,-8.00,-6.00,-5.00,10.00,0.00,32.00
67,2010-04-04,-2.00,0.00,-7.00,-1.00,-8.00,-6.00,-5.00,10.00,0.00,32.00
1927,2010-04-04,-2.00,0.00,-7.00,-1.00,-8.00,-6.00,-5.00,10.00,0.00,32.00
1923,2010-04-05,0.00,-3.00,-5.00,-6.00,-4.00,-8.00,9.00,-1.00,3.00,-2.00
67,2010-04-05,0.00,-3.00,-5.00,-6.00,-4.00,-8.00,9.00,-1.00,3.00,-2.00
1927,2010-04-05,0.00,-3.00,-5.00,-6.00,-4.00,-8.00,9.00,-1.00,3.00,-2.00
1923,2010-04-06,-2.00,30.00,-3.00,3.00,-1.00,-3.00,3.00,-4.00,6.00,9.00
67,2010-04-06,-2.00,30.00,-3.00,3.00,-1.00,-3.00,3.00,-4.00,6.00,9.00
1265,2010-04-06,-2.00,30.00,-3.00,3.00,-1.00,-3.00,3.00,-4.00,6.00,9.00
1923,2010-04-07,-2.00,42.00,1.00,-5.00,-4.00,46.00,1440,-1.00,-4.00,1440
67,2010-04-07,-2.00,42.00,1.00,-5.00,-4.00,46.00,1440,-1.00,-4.00,1440
1265,2010-04-07,-2.00,42.00,1.00,-5.00,-4.00,46.00,1440,-1.00,-4.00,1440
1923,2010-04-08,-5.00,76.00,10.00,0.00,60.00,30.00,72.00,-12.00,3.00,8.00
67,2010-04-08,-5.00,76.00,10.00,0.00,60.00,30.00,72.00,-12.00,3.00,8.00
1265,2010-04-08,-5.00,76.00,10.00,0.00,60.00,30.00,72.00,-12.00,3.00,8.00
1923,2010-04-09,-5.00,5.00,13.00,-4.00,-4.00,-2.00,0.00,-9.00,-6.00,-11.00
67,2010-04-09,-5.00,5.00,13.00,-4.00,-4.00,-2.00,0.00,-9.00,-6.00,-11.00
1265,2010-04-09,-5.00,5.00,13.00,-4.00,-4.00,-2.00,0.00,-9.00,-6.00,-11.00
1923,2010-04-10,9.00,-5.00,2.00,-2.00,-4.00,-4.00,-4.00,-5.00,-2.00,9.00
67,2010-04-10,9.00,-5.00,2.00,-2.00,-4.00,-4.00,-4.00,-5.00,-2.00,9.00
1923,2010-04-11,-5.00,-5.00,-3.00,-7.00,-4.00,-9.00,1.00,-1.00,-2.00,-3.00
67,2010-04-11,-5.00,-5.00,-3.00,-7.00,-4.00,-9.00,1.00,-1.00,-2.00,-3.00
1265,2010-04-11,-5.00,-5.00,-3.00,-7.00,-4.00,-9.00,1.00,-1.00,-2.00,-3.00
1923,2010-04-12,-3.00,3.00,-5.00,-5.00,-5.00,18.00,-5.00,2.00,6.00,-6.00
67,2010-04-12,-3.00,3.00,-5.00,-5.00,-5.00,18.00,-5.00,2.00,6.00,-6.00
1265,2010-04-12,-3.00,3.00,-5.00,-5.00,-5.00,18.00,-5.00,2.00,6.00,-6.00
1923,2010-04-13,-5.00,-5.00,2.00,-1.00,-1.00,3.00,-10.00,-5.00,9.00,-5.00
67,2010-04-13,-5.00,-5.00,2.00,-1.00,-1.00,3.00,-10.00,-5.00,9.00,-5.00
1265,2010-04-13,-5.00,-5.00,2.00,-1.00,-1.00,3.00,-10.00,-5.00,9.00,-5.00
1923,2010-04-14,-4.00,2.00,-3.00,-5.00,-3.00,-6.00,-2.00,-2.00,3.00,-6.00
67,2010-04-14,-4.00,2.00,-3.00,-5.00,-3.00,-6.00,-2.00,-2.00,3.00,-6.00
1265,2010-04-14,-4.00,2.00,-3.00,-5.00,-3.00,-6.00,-2.00,-2.00,3.00,-6.00
1923,2010-04-15,-3.00,0.00,-3.00,0.00,-3.00,1.00,17.00,4.00,-7.00,-6.00
67,2010-04-15,-3.00,0.00,-3.00,0.00,-3.00,1.00,17.00,4.00,-7.00,-6.00
1265,2010-04-15,-3.00,0.00,-3.00,0.00,-3.00,1.00,17.00,4.00,-7.00,-6.00
1923,2010-04-16,199.00,-4.00,7.00,-3.00,-4.00,2.00,17.00,14.00,0.00,-5.00
67,2010-04-16,199.00,-4.00,7.00,-3.00,-4.00,2.00,17.00,14.00,0.00,-5.00
1265,2010-04-16,199.00,-4.00,7.00,-3.00,-4.00,2.00,17.00,14.00,0.00,-5.00
1923,2010-04-17,1.00,0.00,-3.00,-1.00,-8.00,1.00,-6.00,-4.00,-3.00,80.00
67,2010-04-17,1.00,0.00,-3.00,-1.00,-8.00,1.00,-6.00,-4.00,-3.00,80.00
1923,2010-04-18,-4.00,22.00,-7.00,-1.00,0.00,-3.00,-5.00,0.00,159.00,1.00
67,2010-04-18,-4.00,22.00,-7.00,-1.00,0.00,-3.00,-5.00,0.00,159.00,1.00
1265,2010-04-18,-4.00,22.00,-7.00,-1.00,0.00,-3.00,-5.00,0.00,159.00,1.00
1923,2010-04-19,-2.00,-8.00,-4.00,-6.00,-3.00,-7.00,-4.00,4.00,0.00,-5.00
67,2010-04-19,-2.00,-8.00,-4.00,-6.00,-3.00,-7.00,-4.00,4.00,0.00,-5.00
1265,2010-04-19,-2.00,-8.00,-4.00,-6.00,-3.00,-7.00,-4.00,4.00,0.00,-5.00
1923,2010-04-20,-4.00,-2.00,-4.00,-7.00,-5.00,-5.00,-4.00,-2.00,-3.00,-7.00
67,2010-04-20,-4.00,-2.00,-4.00,-7.00,-5.00,-5.00,-4.00,-2.00,-3.00,-7.00
1265,2010-04-20,-4.00,-2.00,-4.00,-7.00,-5.00,-5.00,-4.00,-2.00,-3.00,-7.00
1923,2010-04-21,-5.00,32.00,-6.00,-4.00,0.00,23.00,-2.00,-3.00,3.00,-3.00
67,2010-04-21,-5.00,32.00,-6.00,-4.00,0.00,23.00,-2.00,-3.00,3.00,-3.00
1265,2010-04-21,-5.00,32.00,-6.00,-4.00,0.00,23.00,-2.00,-3.00,3.00,-3.00
1923,2010-04-22,19.00,0.00,5.00,3.00,0.00,11.00,4.00,0.00,37.00,-6.00
67,2010-04-22,19.00,0.00,5.00,3.00,0.00,11.00,4.00,0.00,37.00,-6.00
1265,2010-04-22,19.00,0.00,5.00,3.00,0.00,11.00,4.00,0.00,37.00,-6.00
1923,2010-04-23,-1.00,3.00,0.00,21.00,-10.00,-2.00,6.00,0.00,12.00,-7.00
67,2010-04-23,-1.00,3.00,0.00,21.00,-10.00,-2.00,6.00,0.00,12.00,-7.00
1265,2010-04-23,-1.00,3.00,0.00,21.00,-10.00,-2.00,6.00,0.00,12.00,-7.00
1923,2010-04-24,3.00,103.00,114.00,1440,119.00,5.00,262.00,-4.00,8.00,-2.00
67,2010-04-24,3.00,103.00,114.00,1440,119.00,5.00,262.00,-4.00,8.00,-2.00
1923,2010-04-25,0.00,38.00,28.00,7.00,36.00,-1.00,-7.00,-2.00,3.00,-1.00
67,2010-04-25,0.00,38.00,28.00,7.00,36.00,-1.00,-7.00,-2.00,3.00,-1.00
1265,2010-04-25,0.00,38.00,28.00,7.00,36.00,-1.00,-7.00,-2.00,3.00,-1.00
1923,2010-04-26,-3.00,41.00,11.00,-2.00,-4.00,5.00,19.00,-4.00,0.00,-5.00
67,2010-04-26,-3.00,41.00,11.00,-2.00,-4.00,5.00,19.00,-4.00,0.00,-5.00
1265,2010-04-26,-3.00,41.00,11.00,-2.00,-4.00,5.00,19.00,-4.00,0.00,-5.00
1923,2010-04-27,-4.00,6.00,-9.00,-5.00,3.00,4.00,5.00,-4.00,0.00,-9.00
67,2010-04-27,-4.00,6.00,-9.00,-5.00,3.00,4.00,5.00,-4.00,0.00,-9.00
1265,2010-04-27,-4.00,6.00,-9.00,-5.00,3.00,4.00,5.00,-4.00,0.00,-9.00
1923,2010-04-28,-4.00,38.00,-4.00,7.00,-6.00,-1.00,-3.00,22.00,-9.00,-1.00
67,2010-04-28,-4.00,38.00,-4.00,7.00,-6.00,-1.00,-3.00,22.00,-9.00,-1.00
1265,2010-04-28,-4.00,38.00,-4.00,7.00,-6.00,-1.00,-3.00,22.00,-9.00,-1.00
1923,2010-04-29,-3.00,1.00,-5.00,-4.00,32.00,-1.00,4.00,-5.00,-1.00,-5.00
67,2010-04-29,-3.00,1.00,-5.00,-4.00,32.00,-1.00,4.00,-5.00,-1.00,-5.00
1265,2010-04-29,-3.00,1.00,-5.00,-4.00,32.00,-1.00,4.00,-5.00,-1.00,-5.00
1923,2010-04-30,-1.00,25.00,-1.00,-1.00,-2.00,1.00,0.00,-3.00,9.00,-5.00
67,2010-04-30,-1.00,25.00,-1.00,-1.00,-2.00,1.00,0.00,-3.00,9.00,-5.00
1265,2010-04-30,-1.00,25.00,-1.00,-1.00,-2.00,1.00,0.00,-3.00,9.00,-5.00
2111,2010-05-01,1.00,0.00,23.00,-7.00,3.00,-3.00,173.00,-3.00,1.00,-1.00
2011,2010-05-01,1.00,0.00,23.00,-7.00,3.00,-3.00,173.00,-3.00,1.00,-1.00
2111,2010-05-02,11.00,10.00,-2.00,-2.00,21.00,-5.00,0.00,0.00,-3.00,3.00
2011,2010-05-02,11.00,10.00,-2.00,-2.00,21.00,-5.00,0.00,0.00,-3.00,3.00
1911,2010-05-02,11.00,10.00,-2.00,-2.00,21.00,-5.00,0.00,0.00,-3.00,3.00
2111,2010-05-03,18.00,-7.00,26.00,2.00,56.00,35.00,77.00,14.00,-1.00,1440
2011,2010-05-03,18.00,-7.00,26.00,2.00,56.00,35.00,77.00,14.00,-1.00,1440
1911,2010-05-03,18.00,-7.00,26.00,2.00,56.00,35.00,77.00,14.00,-1.00,1440
2111,2010-05-04,0.00,18.00,27.00,-1.00,-1.00,-4.00,21.00,33.00,14.00,5.00
2011,2010-05-04,0.00,18.00,27.00,-1.00,-1.00,-4.00,21.00,33.00,14.00,5.00
1911,2010-05-04,0.00,18.00,27.00,-1.00,-1.00,-4.00,21.00,33.00,14.00,5.00
2111,2010-05-05,-2.00,24.00,-4.00,0.00,8.00,-3.00,-7.00,-2.00,38.00,-6.00
2011,2010-05-05,-2.00,24.00,-4.00,0.00,8.00,-3.00,-7.00,-2.00,38.00,-6.00
1911,2010-05-05,-2.00,24.00,-4.00,0.00,8.00,-3.00,-7.00,-2.00,38.00,-6.00
2111,2010-05-06,18.00,28.00,-4.00,-3.00,-3.00,5.00,-2.00,-3.00,34.00,-6.00
2011,2010-05-06,18.00,28.00,-4.00,-3.00,-3.00,5.00,-2.00,-3.00,34.00,-6.00
1911,2010-05-06,18.00,28.00,-4.00,-3.00,-3.00,5.00,-2.00,-3.00,34.00,-6.00
2111,2010-05-07,-2.00,252.00,-2.00,3.00,121.00,15.00,-3.00,22.00,54.00,-3.00
2011,2010-05-07,-2.00,252.00,-2.00,3.00,121.00,15.00,-3.00,22.00,54.00,-3.00
1911,2010-05-07,-2.00,252.00,-2.00,3.00,121.00,15.00,-3.00,22.00,54.00,-3.00
2111,2010-05-08,0.00,-2.00,16.00,-6.00,-7.00,7.00,-6.00,12.00,-5.00,-3.00
2011,2010-05-08,0.00,-2.00,16.00,-6.00,-7.00,7.00,-6.00,12.00,-5.00,-3.00
2111,2010-05-09,-2.00,7.00,42.00,68.00,0.00,-6.00,-6.00,-2.00,-6.00,3.00
2011,2010-05-09,-2.00,7.00,42.00,68.00,0.00,-6.00,-6.00,-2.00,-6.00,3.00
1911,2010-05-09,-2.00,7.00,42.00,68.00,0.00,-6.00,-6.00,-2.00,-6.00,3.00
2111,2010-05-10,0.00,16.00,0.00,-3.00,-6.00,0.00,2.00,-3.00,17.00,-4.00
2011,2010-05-10,0.00,16.00,0.00,-3.00,-6.00,0.00,2.00,-3.00,17.00,-4.00
1911,2010-05-10,0.00,16.00,0.00,-3.00,-6.00,0.00,2.00,-3.00,17.00,-4.00
2111,2010-05-11,4.00,42.00,0.00,16.00,32.00,17.00,-2.00,-1.00,6.00,-3.00
2011,2010-05-11,4.00,42.00,0.00,16.00,32.00,17.00,-2.00,-1.00,6.00,-3.00
1911,2010-05-11,4.00,42.00,0.00,16.00,32.00,17.00,-2.00,-1.00,6.00,-3.00
2111,2010-05-12,15.00,23.00,1.00,84.00,-4.00,17.00,-2.00,16.00,68.00,-4.00
2011,2010-05-12,15.00,23.00,1.00,84.00,-4.00,17.00,-2.00,16.00,68.00,-4.00
1911,2010-05-12,15.00,23.00,1.00,84.00,-4.00,17.00,-2.00,16.00,68.00,-4.00
2111,2010-05-13,20.00,48.00,-1.00,-2.00,-2.00,7.00,9.00,44.00,8.00,-5.00
2011,2010-05-13,20.00,48.00,-1.00,-2.00,-2.00,7.00,9.00,44.00,8.00,-5.00
1911,2010-05-13,20.00,48.00,-1.00,-2.00,-2.00,7.00,9.00,44.00,8.00,-5.00
2111,2010-05-14,19.00,20.00,0.00,39.00,26.00,49.00,19.00,-5.00,26.00,-3.00
2011,2010-05-14,19.00,20.00,0.00,39.00,26.00,49.00,19.00,-5.00,26.00,-3.00
1911,2010-05-14,19.00,20.00,0.00,39.00,26.00,49.00,19.00,-5.00,26.00,-3.00
2111,2010-05-15,-3.00,4.00,65.00,-4.00,-5.00,35.00,11.00,-2.00,-10.00,-3.00
2011,2010-05-15,-3.00,4.00,65.00,-4.00,-5.00,35.00,11.00,-2.00,-10.00,-3.00
2111,2010-05-16,15.00,21.00,-1.00,-7.00,8.00,-7.00,0.00,10.00,-2.00,-2.00
2011,2010-05-16,15.00,21.00,-1.00,-7.00,8.00,-7.00,0.00,10.00,-2.00,-2.00
1911,2010-05-16,15.00,21.00,-1.00,-7.00,8.00,-7.00,0.00,10.00,-2.00,-2.00
2111,2010-05-17,25.00,-1.00,-2.00,28.00,-6.00,27.00,-5.00,24.00,5.00,0.00
2011,2010-05-17,25.00,-1.00,-2.00,28.00,-6.00,27.00,-5.00,24.00,5.00,0.00
1911,2010-05-17,25.00,-1.00,-2.00,28.00,-6.00,27.00,-5.00,24.00,5.00,0.00
2111,2010-05-18,1.00,-6.00,28.00,-4.00,-3.00,-2.00,-4.00,9.00,-1.00,154.00
2011,2010-05-18,1.00,-6.00,28.00,-4.00,-3.00,-2.00,-4.00,9.00,-1.00,154.00
1911,2010-05-18,1.00,-6.00,28.00,-4.00,-3.00,-2.00,-4.00,9.00,-1.00,154.00
2111,2010-05-19,57.00,6.00,-1.00,-1.00,-5.00,2.00,1.00,-5.00,5.00,-2.00
2011,2010-05-19,57.00,6.00,-1.00,-1.00,-5.00,2.00,1.00,-5.00,5.00,-2.00
1911,2010-05-19,57.00,6.00,-1.00,-1.00,-5.00,2.00,1.00,-5.00,5.00,-2.00
2111,2010-05-20,-6.00,-1.00,9.00,-3.00,-2.00,-4.00,-2.00,2.00,3.00,0.00
2011,2010-05-20,-6.00,-1.00,9.00,-3.00,-2.00,-4.00,-2.00,2.00,3.00,0.00
1911,2010-05-20,-6.00,-1.00,9.00,-3.00,-2.00,-4.00,-2.00,2.00,3.00,0.00
2111,2010-05-21,20.00,-4.00,-4.00,-3.00,-4.00,80.00,8.00,1440,8.00,-2.00
2011,2010-05-21,20.00,-4.00,-4.00,-3.00,-4.00,80.00,8.00,1440,8.00,-2.00
1911,2010-05-21,20.00,-4.00,-4.00,-3.00,-4.00,80.00,8.00,1440,8.00,-2.00
2111,2010-05-22,10.00,3.00,-3.00,97.00,14.00,13.00,5.00,35.00,29.00,248.00
2011,2010-05-22,10.00,3.00,-3.00,97.00,14.00,13.00,5.00,35.00,29.00,248.00
2111,2010-05-23,0.00,23.00,27.00,-2.00,-3.00,-9.00,-1.00,0.00,4.00,-2.00
2011,2010-05-23,0.00,23.00,27.00,-2.00,-3.00,-9.00,-1.00,0.00,4.00,-2.00
1911,2010-05-23,0.00,23.00,27.00,-2.00,-3.00,-9.00,-1.00,0.00,4.00,-2.00
2111,2010-05-24,3.00,10.00,-2.00,0.00,-3.00,-6.00,-1.00,-4.00,148.00,-5.00
2011,2010-05-24,3.00,10.00,-2.00,0.00,-3.00,-6.00,-1.00,-4.00,148.00,-5.00
1911,2010-05-24,3.00,10.00,-2.00,0.00,-3.00,-6.00,-1.00,-4.00,148.00,-5.00
2111,2010-05-25,-5.00,-1.00,-4.00,1.00,-1.00,-4.00,-6.00,-3.00,-4.00,3.00
2011,2010-05-25,-5.00,-1.00,-4.00,1.00,-1.00,-4.00,-6.00,-3.00,-4.00,3.00
1911,2010-05-25,-5.00,-1.00,-4.00,1.00,-1.00,-4.00,-6.00,-3.00,-4.00,3.00
2111,2010-05-26,-4.00,11.00,5.00,-10.00,-6.00,-5.00,-4.00,5.00,12.00,-3.00
2011,2010-05-26,-4.00,11.00,5.00,-10.00,-6.00,-5.00,-4.00,5.00,12.00,-3.00
1911,2010-05-26,-4.00,11.00,5.00,-10.00,-6.00,-5.00,-4.00,5.00,12.00,-3.00
2111,2010-05-27,-6.00,-3.00,21.00,-3.00,-3.00,3.00,4.00,-1.00,-5.00,-2.00
2011,2010-05-27,-6.00,-3.00,21.00,-3.00,-3.00,3.00,4.00,-1.00,-5.00,-2.00
1911,2010-05-27,-6.00,-3.00,21.00,-3.00,-3.00,3.00,4.00,-1.00,-5.00,-2.00
2111,2010-05-28,6.00,-5.00,21.00,-8.00,-7.00,-4.00,-1.00,19.00,1.00,-4.00
2011,2010-05-28,6.00,-5.00,21.00,-8.00,-7.00,-4.00,-1.00,19.00,1.00,-4.00
1911,2010-05-28,6.00,-5.00,21.00,-8.00,-7.00,-4.00,-1.00,19.00,1.00,-4.00
2111,2010-05-29,2.00,38.00,3.00,-7.00,120.00,60.00,6.00,-4.00,6.00,-5.00
2011,2010-05-29,2.00,38.00,3.00,-7.00,120.00,60.00,6.00,-4.00,6.00,-5.00
2111,2010-05-30,-2.00,11.00,3.00,-4.00,-1.00,-8.00,18.00,-3.00,-3.00,-6.00
2011,2010-05-30,-2.00,11.00,3.00,-4.00,-1.00,-8.00,18.00,-3.00,-3.00,-6.00
2111,2010-05-31,-6.00,37.00,4.00,68.00,-6.00,43.00,23.00,-3.00,10.00,1.00
2011,2010-05-31,-6.00,37.00,4.00,68.00,-6.00,43.00,23.00,-3.00,10.00,1.00
1911,2010-05-31,-6.00,37.00,4.00,68.00,-6.00,43.00,23.00,-3.00,10.00,1.00
2111,2010-06-01,8.00,0.00,17.00,15.00,-6.00,7.00,-1.00,-6.00,35.00,4.00
2011,2010-06-01,8.00,0.00,17.00,15.00,-6.00,7.00,-1.00,-6.00,35.00,4.00
1911,2010-06-01,8.00,0.00,17.00,15.00,-6.00,7.00,-1.00,-6.00,35.00,4.00
2111,2010-06-02,0.00,44.00,10.00,20.00,-4.00,46.00,11.00,-3.00,27.00,37.00
2011,2010-06-02,0.00,44.00,10.00,20.00,-4.00,46.00,11.00,-3.00,27.00,37.00
1911,2010-06-02,0.00,44.00,10.00,20.00,-4.00,46.00,11.00,-3.00,27.00,37.00
2111,2010-06-03,20.00,17.00,9.00,44.00,-3.00,-4.00,-3.00,14.00,77.00,27.00
2011,2010-06-03,20.00,17.00,9.00,44.00,-3.00,-4.00,-3.00,14.00,77.00,27.00
1911,2010-06-03,20.00,17.00,9.00,44.00,-3.00,-4.00,-3.00,14.00,77.00,27.00
2111,2010-06-04,-1.00,9.00,-1.00,-8.00,0.00,-2.00,-5.00,-2.00,49.00,-5.00
2011,2010-06-04,-1.00,9.00,-1.00,-8.00,0.00,-2.00,-5.00,-2.00,49.00,-5.00
1911,2010-06-04,-1.00,9.00,-1.00,-8.00,0.00,-2.00,-5.00,-2.00,49.00,-5.00
2111,2010-06-05,26.00,11.00,-9.00,-4.00,1.00,0.00,13.00,2.00,-3.00,23.00
2011,2010-06-05,26.00,11.00,-9.00,-4.00,1.00,0.00,13.00,2.00,-3.00,23.00
2111,2010-06-06,4.00,5.00,38.00,3.00,95.00,-4.00,25.00,2.00,20.00,340.00
2011,2010-06-06,4.00,5.00,38.00,3.00,95.00,-4.00,25.00,2.00,20.00,340.00
1911,2010-06-06,4.00,5.00,38.00,3.00,95.00,-4.00,25.00,2.00,20.00,340.00
2111,2010-06-07,20.00,5.00,8.00,1.00,-8.00,7.00,-1.00,-4.00,-3.00,-2.00
2011,2010-06-07,20.00,5.00,8.00,1.00,-8.00,7.00,-1.00,-4.00,-3.00,-2.00
1911,2010-06-07,20.00,5.00,8.00,1.00,-8.00,7.00,-1.00,-4.00,-3.00,-2.00
2111,2010-06-08,0.00,-3.00,-3.00,-2.00,-9.00,0.00,-1.00,0.00,72.00,-4.00
2011,2010-06-08,0.00,-3.00,-3.00,-2.00,-9.00,0.00,-1.00,0.00,72.00,-4.00
1911,2010-06-08,0.00,-3.00,-3.00,-2.00,-9.00,0.00,-1.00,0.00,72.00,-4.00
2111,2010-06-09,78.00,2.00,-3.00,7.00,-5.00,-4.00,-2.00,46.00,-9.00,-4.00
2011,2010-06-09,78.00,2.00,-3.00,7.00,-5.00,-4.00,-2.00,46.00,-9.00,-4.00
1911,2010-06-09,78.00,2.00,-3.00,7.00,-5.00,-4.00,-2.00,46.00,-9.00,-4.00
2111,2010-06-10,-3.00,3.00,474.00,-3.00,-6.00,17.00,87.00,16.00,10.00,0.00
2011,2010-06-10,-3.00,3.00,474.00,-3.00,-6.00,17.00,87.00,16.00,10.00,0.00
1911,2010-06-10,-3.00,3.00,474.00,-3.00,-6.00,17.00,87.00,16.00,10.00,0.00
2111,2010-06-11,-1.00,16.00,-2.00,-4.00,3.00,28.00,9.00,-7.00,219.00,19.00
2011,2010-06-11,-1.00,16.00,-2.00,-4.00,3.00,28.00,9.00,-7.00,219.00,19.00
1911,2010-06-11,-1.00,16.00,-2.00,-4.00,3.00,28.00,9.00,-7.00,219.00,19.00
2111,2010-06-12,39.00,8.00,27.00,5.00,13.00,-4.00,2.00,9.00,13.00,5.00
2011,2010-06-12,39.00,8.00,27.00,5.00,13.00,-4.00,2.00,9.00,13.00,5.00
2111,2010-06-13,15.00,248.00,-7.00,-5.00,167.00,24.00,40.00,-1.00,-5.00,22.00
2011,2010-06-13,15.00,248.00,-7.00,-5.00,167.00,24.00,40.00,-1.00,-5.00,22.00
1911,2010-06-13,15.00,248.00,-7.00,-5.00,167.00,24.00,40.00,-1.00,-5.00,22.00
2111,2010-06-14,3.00,41.00,87.00,-6.00,-1.00,-1.00,5.00,7.00,5.00,-2.00
2011,2010-06-14,3.00,41.00,87.00,-6.00,-1.00,-1.00,5.00,7.00,5.00,-2.00
1911,2010-06-14,3.00,41.00,87.00,-6.00,-1.00,-1.00,5.00,7.00,5.00,-2.00
2111,2010-06-15,-5.00,13.00,-6.00,-6.00,-4.00,6.00,6.00,2.00,-1.00,53.00
2011,2010-06-15,-5.00,13.00,-6.00,-6.00,-4.00,6.00,6.00,2.00,-1.00,53.00
1911,2010-06-15,-5.00,13.00,-6.00,-6.00,-4.00,6.00,6.00,2.00,-1.00,53.00
2111,2010-06-16,2.00,8.00,-4.00,-7.00,80.00,-2.00,8.00,-6.00,4.00,17.00
2011,2010-06-16,2.00,8.00,-4.00,-7.00,80.00,-2.00,8.00,-6.00,4.00,17.00
1911,2010-06-16,2.00,8.00,-4.00,-7.00,80.00,-2.00,8.00,-6.00,4.00,17.00
2111,2010-06-17,-2.00,-1.00,-3.00,22.00,1.00,0.00,14.00,-4.00,0.00,-3.00
2011,2010-06-17,-2.00,-1.00,-3.00,22.00,1.00,0.00,14.00,-4.00,0.00,-3.00
1911,2010-06-17,-2.00,-1.00,-3.00,22.00,1.00,0.00,14.00,-4.00,0.00,-3.00
2111,2010-06-18,-2.00,3.00,-5.00,-3.00,3.00,7.00,4.00,-6.00,48.00,0.00
2011,2010-06-18,-2.00,3.00,-5.00,-3.00,3.00,7.00,4.00,-6.00,48.00,0.00
1911,2010-06-18,-2.00,3.00,-5.00,-3.00,3.00,7.00,4.00,-6.00,48.00,0.00
2111,2010-06-19,-4.00,176.00,-2.00,0.00,52.00,44.00,11.00,-2.00,5.00,16.00
2011,2010-06-19,-4.00,176.00,-2.00,0.00,52.00,44.00,11.00,-2.00,5.00,16.00
2111,2010-06-20,4.00,7.00,11.00,-4.00,4.00,49.00,-2.00,4.00,-4.00,10.00
2011,2010-06-20,4.00,7.00,11.00,-4.00,4.00,49.00,-2.00,4.00,-4.00,10.00
1911,2010-06-20,4.00,7.00,11.00,-4.00,4.00,49.00,-2.00,4.00,-4.00,10.00
2111,2010-06-21,103.00,7.00,-1.00,27.00,-3.00,18.00,14.00,-6.00,10.00,0.00
2011,2010-06-21,103.00,7.00,-1.00,27.00,-3.00,18.00,14.00,-6.00,10.00,0.00
1911,2010-06-21,103.00,7.00,-1.00,27.00,-3.00,18.00,14.00,-6.00,10.00,0.00
2111,2010-06-22,-2.00,24.00,-4.00,-1.00,6.00,-1.00,0.00,33.00,-3.00,30.00
2011,2010-06-22,-2.00,24.00,-4.00,-1.00,6.00,-1.00,0.00,33.00,-3.00,30.00
1911,2010-06-22,-2.00,24.00,-4.00,-1.00,6.00,-1.00,0.00,33.00,-3.00,30.00
2111,2010-06-23,0.00,10.00,1440,-2.00,-4.00,26.00,2.00,4.00,0.00,2.00
2011,2010-06-23,0.00,10.00,1440,-2.00,-4.00,26.00,2.00,4.00,0.00,2.00
1911,2010-06-23,0.00,10.00,1440,-2.00,-4.00,26.00,2.00,4.00,0.00,2.00
2111,2010-06-24,1.00,63.00,8.00,-5.00,-1.00,56.00,33.00,25.00,8.00,-2.00
2011,2010-06-24,1.00,63.00,8.00,-5.00,-1.00,56.00,33.00,25.00,8.00,-2.00
1911,2010-06-24,1.00,63.00,8.00,-5.00,-1.00,56.00,33.00,25.00,8.00,-2.00
2111,2010-06-25,0.00,7.00,21.00,-5.00,-3.00,28.00,26.00,37.00,12.00,-5.00
2011,2010-06-25,0.00,7.00,21.00,-5.00,-3.00,28.00,26.00,37.00,12.00,-5.00
1911,2010-06-25,0.00,7.00,21.00,-5.00,-3.00,28.00,26.00,37.00,12.00,-5.00
2111,2010-06-26,1.00,11.00,10.00,-1.00,29.00,-6.00,0.00,0.00,1.00,-4.00
2011,2010-06-26,1.00,11.00,10.00,-1.00,29.00,-6.00,0.00,0.00,1.00,-4.00
2111,2010-06-27,7.00,67.00,-2.00,-5.00,6.00,7.00,3.00,2.00,-5.00,8.00
2011,2010-06-27,7.00,67.00,-2.00,-5.00,6.00,7.00,3.00,2.00,-5.00,8.00
1911,2010-06-27,7.00,67.00,-2.00,-5.00,6.00,7.00,3.00,2.00,-5.00,8.00
2111,2010-06-28,10.00,47.00,-6.00,5.00,0.00,-3.00,12.00,-1.00,22.00,1.00
2011,2010-06-28,10.00,47.00,-6.00,5.00,0.00,-3.00,12.00,-1.00,22.00,1.00
1911,2010-06-28,10.00,47.00,-6.00,5.00,0.00,-3.00,12.00,-1.00,22.00,1.00
2111,2010-06-29,25.00,-4.00,2.00,-7.00,-6.00,24.00,138.00,13.00,35.00,-1.00
2011,2010-06-29,25.00,-4.00,2.00,-7.00,-6.00,24.00,138.00,13.00,35.00,-1.00
1911,2010-06-29,25.00,-4.00,2.00,-7.00,-6.00,24.00,138.00,13.00,35.00,-1.00
2111,2010-06-30,-1.00,4.00,0.00,-2.00,12.00,13.00,1.00,84.00,-5.00,0.00
