FlightNum,FlightDate,Dest_Del1,Dest_Del2,Dest_Del3,Dest_Del4,Dest_Del5,Dest_Del6,Dest_Del7,Dest_Del8,Dest_Del9,Dest_Del10,Dest_Del11,Dest_Del12,Dest_Del13,Dest_Del14,Dest_Del15
1927,2010-03-05,-12.00,-6.00,4.00,-27.00,-20.00,-1.00,-28.00,-21.00,-47.00,-5.00,-39.00,-19.00,105.00,-11.00,-6.00
1923,2010-03-06,5.00,1.00,2.00,-14.00,-14.00,-7.00,-24.00,-19.00,-9.00,-39.00,0.00,-32.00,-2.00,-8.00,-12.00
67,2010-03-06,5.00,1.00,2.00,-14.00,-14.00,-7.00,-24.00,-19.00,-9.00,-39.00,0.00,-32.00,-2.00,-8.00,-12.00
1923,2010-03-07,20.00,-5.00,127.00,3.00,-15.00,4.00,-8.00,67.00,-19.00,-23.00,6.00,-17.00,-11.00,63.00,-6.00
67,2010-03-07,20.00,-5.00,127.00,3.00,-15.00,4.00,-8.00,67.00,-19.00,-23.00,6.00,-17.00,-11.00,63.00,-6.00
1927,2010-03-07,20.00,-5.00,127.00,3.00,-15.00,4.00,-8.00,67.00,-19.00,-23.00,6.00,-17.00,-11.00,63.00,-6.00
1923,2010-03-08,-20.00,-8.00,22.00,11.00,125.00,1440,12.00,-6.00,3.00,26.00,-7.00,53.00,-4.00,17.00,4.00
67,2010-03-08,-20.00,-8.00,22.00,11.00,125.00,1440,12.00,-6.00,3.00,26.00,-7.00,53.00,-4.00,17.00,4.00
1927,2010-03-08,-20.00,-8.00,22.00,11.00,125.00,1440,12.00,-6.00,3.00,26.00,-7.00,53.00,-4.00,17.00,4.00
1923,2010-03-09,-1.00,-17.00,-3.00,-19.00,-3.00,11.00,3.00,13.00,11.00,-40.00,2.00,0.00,89.00,20.00,102.00
67,2010-03-09,-1.00,-17.00,-3.00,-19.00,-3.00,11.00,3.00,13.00,11.00,-40.00,2.00,0.00,89.00,20.00,102.00
1927,2010-03-09,-1.00,-17.00,-3.00,-19.00,-3.00,11.00,3.00,13.00,11.00,-40.00,2.00,0.00,89.00,20.00,102.00
1923,2010-03-10,31.00,58.00,58.00,48.00,1440,1440,38.00,-3.00,-8.00,-7.00,62.00,37.00,43.00,21.00,54.00
67,2010-03-10,31.00,58.00,58.00,48.00,1440,1440,38.00,-3.00,-8.00,-7.00,62.00,37.00,43.00,21.00,54.00
1927,2010-03-10,31.00,58.00,58.00,48.00,1440,1440,38.00,-3.00,-8.00,-7.00,62.00,37.00,43.00,21.00,54.00
1923,2010-03-11,4.00,-2.00,82.00,-2.00,-18.00,-9.00,-20.00,-13.00,3.00,-14.00,-19.00,-6.00,2.00,119.00,32.00
67,2010-03-11,4.00,-2.00,82.00,-2.00,-18.00,-9.00,-20.00,-13.00,3.00,-14.00,-19.00,-6.00,2.00,119.00,32.00
1927,2010-03-11,4.00,-2.00,82.00,-2.00,-18.00,-9.00,-20.00,-13.00,3.00,-14.00,-19.00,-6.00,2.00,119.00,32.00
1923,2010-03-12,42.00,17.00,4.00,-5.00,7.00,17.00,-10.00,7.00,3.00,-20.00,-16.00,14.00,-13.00,8.00,6.00
67,2010-03-12,42.00,17.00,4.00,-5.00,7.00,17.00,-10.00,7.00,3.00,-20.00,-16.00,14.00,-13.00,8.00,6.00
1927,2010-03-12,42.00,17.00,4.00,-5.00,7.00,17.00,-10.00,7.00,3.00,-20.00,-16.00,14.00,-13.00,8.00,6.00
1923,2010-03-13,22.00,-15.00,-11.00,-23.00,-16.00,22.00,0.00,-25.00,-4.00,346.00,-3.00,17.00,-10.00,-16.00,-16.00
67,2010-03-13,22.00,-15.00,-11.00,-23.00,-16.00,22.00,0.00,-25.00,-4.00,346.00,-3.00,17.00,-10.00,-16.00,-16.00
1923,2010-03-14,-4.00,35.00,8.00,11.00,-12.00,-9.00,-19.00,-22.00,-40.00,-24.00,0.00,-35.00,-13.00,2.00,1440
1263,2010-03-14,-4.00,35.00,8.00,11.00,-12.00,-9.00,-19.00,-22.00,-40.00,-24.00,0.00,-35.00,-13.00,2.00,1440
1927,2010-03-14,-4.00,35.00,8.00,11.00,-12.00,-9.00,-19.00,-22.00,-40.00,-24.00,0.00,-35.00,-13.00,2.00,1440
1923,2010-03-15,1.00,-13.00,-11.00,-9.00,-8.00,5.00,-24.00,-29.00,-20.00,1.00,-49.00,-12.00,-25.00,0.00,118.00
67,2010-03-15,1.00,-13.00,-11.00,-9.00,-8.00,5.00,-24.00,-29.00,-20.00,1.00,-49.00,-12.00,-25.00,0.00,118.00
1927,2010-03-15,1.00,-13.00,-11.00,-9.00,-8.00,5.00,-24.00,-29.00,-20.00,1.00,-49.00,-12.00,-25.00,0.00,118.00
1923,2010-03-16,-20.00,-3.00,5.00,-17.00,-16.00,5.00,6.00,-17.00,10.00,9.00,-11.00,54.00,-23.00,-29.00,3.00
67,2010-03-16,-20.00,-3.00,5.00,-17.00,-16.00,5.00,6.00,-17.00,10.00,9.00,-11.00,54.00,-23.00,-29.00,3.00
1927,2010-03-16,-20.00,-3.00,5.00,-17.00,-16.00,5.00,6.00,-17.00,10.00,9.00,-11.00,54.00,-23.00,-29.00,3.00
1923,2010-03-17,-16.00,5.00,-6.00,11.00,-9.00,19.00,-8.00,-41.00,-32.00,-42.00,-4.00,-34.00,-27.00,-24.00,-13.00
67,2010-03-17,-16.00,5.00,-6.00,11.00,-9.00,19.00,-8.00,-41.00,-32.00,-42.00,-4.00,-34.00,-27.00,-24.00,-13.00
1927,2010-03-17,-16.00,5.00,-6.00,11.00,-9.00,19.00,-8.00,-41.00,-32.00,-42.00,-4.00,-34.00,-27.00,-24.00,-13.00
1923,2010-03-18,-16.00,-12.00,15.00,-11.00,-12.00,-2.00,-19.00,-36.00,-35.00,-42.00,-49.00,-3.00,-24.00,-23.00,-8.00
67,2010-03-18,-16.00,-12.00,15.00,-11.00,-12.00,-2.00,-19.00,-36.00,-35.00,-42.00,-49.00,-3.00,-24.00,-23.00,-8.00
1927,2010-03-18,-16.00,-12.00,15.00,-11.00,-12.00,-2.00,-19.00,-36.00,-35.00,-42.00,-49.00,-3.00,-24.00,-23.00,-8.00
1923,2010-03-19,13.00,10.00,36.00,28.00,-6.00,-7.00,-8.00,-18.00,-9.00,-30.00,-30.00,7.00,-27.00,-32.00,-20.00
67,2010-03-19,13.00,10.00,36.00,28.00,-6.00,-7.00,-8.00,-18.00,-9.00,-30.00,-30.00,7.00,-27.00,-32.00,-20.00
1927,2010-03-19,13.00,10.00,36.00,28.00,-6.00,-7.00,-8.00,-18.00,-9.00,-30.00,-30.00,7.00,-27.00,-32.00,-20.00
1923,2010-03-20,-4.00,26.00,14.00,-12.00,-2.00,1440,-16.00,-21.00,-4.00,-31.00,-9.00,53.00,7.00,11.00,13.00
67,2010-03-20,-4.00,26.00,14.00,-12.00,-2.00,1440,-16.00,-21.00,-4.00,-31.00,-9.00,53.00,7.00,11.00,13.00
1923,2010-03-21,42.00,31.00,36.00,38.00,1154.00,1440,16.00,-25.00,-8.00,-21.00,22.00,20.00,25.00,67.00,4.00
67,2010-03-21,42.00,31.00,36.00,38.00,1154.00,1440,16.00,-25.00,-8.00,-21.00,22.00,20.00,25.00,67.00,4.00
1927,2010-03-21,42.00,31.00,36.00,38.00,1154.00,1440,16.00,-25.00,-8.00,-21.00,22.00,20.00,25.00,67.00,4.00
1923,2010-03-22,-15.00,23.00,13.00,-12.00,-3.00,-6.00,-15.00,2.00,-38.00,3.00,-23.00,-3.00,-29.00,-25.00,-8.00
67,2010-03-22,-15.00,23.00,13.00,-12.00,-3.00,-6.00,-15.00,2.00,-38.00,3.00,-23.00,-3.00,-29.00,-25.00,-8.00
1927,2010-03-22,-15.00,23.00,13.00,-12.00,-3.00,-6.00,-15.00,2.00,-38.00,3.00,-23.00,-3.00,-29.00,-25.00,-8.00
1923,2010-03-23,-1.00,-9.00,-1.00,-16.00,-10.00,-12.00,-3.00,-16.00,-20.00,-22.00,-3.00,-14.00,-20.00,-32.00,269.00
67,2010-03-23,-1.00,-9.00,-1.00,-16.00,-10.00,-12.00,-3.00,-16.00,-20.00,-22.00,-3.00,-14.00,-20.00,-32.00,269.00
1927,2010-03-23,-1.00,-9.00,-1.00,-16.00,-10.00,-12.00,-3.00,-16.00,-20.00,-22.00,-3.00,-14.00,-20.00,-32.00,269.00
1923,2010-03-24,-2.00,-10.00,139.00,1440,0.00,-10.00,0.00,124.00,-3.00,-14.00,4.00,48.00,-10.00,-21.00,-13.00
67,2010-03-24,-2.00,-10.00,139.00,1440,0.00,-10.00,0.00,124.00,-3.00,-14.00,4.00,48.00,-10.00,-21.00,-13.00
1927,2010-03-24,-2.00,-10.00,139.00,1440,0.00,-10.00,0.00,124.00,-3.00,-14.00,4.00,48.00,-10.00,-21.00,-13.00
1923,2010-03-25,-11.00,4.00,26.00,-10.00,-20.00,-8.00,66.00,22.00,28.00,-8.00,-12.00,16.00,-7.00,120.00,-20.00
67,2010-03-25,-11.00,4.00,26.00,-10.00,-20.00,-8.00,66.00,22.00,28.00,-8.00,-12.00,16.00,-7.00,120.00,-20.00
1927,2010-03-25,-11.00,4.00,26.00,-10.00,-20.00,-8.00,66.00,22.00,28.00,-8.00,-12.00,16.00,-7.00,120.00,-20.00
1923,2010-03-26,-10.00,17.00,-1.00,-13.00,-12.00,-12.00,-30.00,-11.00,-12.00,-28.00,-33.00,24.00,-24.00,-28.00,-23.00
67,2010-03-26,-10.00,17.00,-1.00,-13.00,-12.00,-12.00,-30.00,-11.00,-12.00,-28.00,-33.00,24.00,-24.00,-28.00,-23.00
1927,2010-03-26,-10.00,17.00,-1.00,-13.00,-12.00,-12.00,-30.00,-11.00,-12.00,-28.00,-33.00,24.00,-24.00,-28.00,-23.00
1923,2010-03-27,-12.00,6.00,24.00,15.00,-3.00,19.00,4.00,23.00,16.00,7.00,18.00,21.00,140.00,53.00,23.00
67,2010-03-27,-12.00,6.00,24.00,15.00,-3.00,19.00,4.00,23.00,16.00,7.00,18.00,21.00,140.00,53.00,23.00
1923,2010-03-28,12.00,2.00,13.00,-12.00,-9.00,-3.00,-12.00,-26.00,-23.00,201.00,-18.00,-13.00,-8.00,-5.00,233.00
67,2010-03-28,12.00,2.00,13.00,-12.00,-9.00,-3.00,-12.00,-26.00,-23.00,201.00,-18.00,-13.00,-8.00,-5.00,233.00
1927,2010-03-28,12.00,2.00,13.00,-12.00,-9.00,-3.00,-12.00,-26.00,-23.00,201.00,-18.00,-13.00,-8.00,-5.00,233.00
1923,2010-03-29,9.00,-8.00,12.00,-21.00,-17.00,-13.00,-14.00,-36.00,-43.00,-31.00,-4.00,-41.00,-9.00,-32.00,-30.00
67,2010-03-29,9.00,-8.00,12.00,-21.00,-17.00,-13.00,-14.00,-36.00,-43.00,-31.00,-4.00,-41.00,-9.00,-32.00,-30.00
1927,2010-03-29,9.00,-8.00,12.00,-21.00,-17.00,-13.00,-14.00,-36.00,-43.00,-31.00,-4.00,-41.00,-9.00,-32.00,-30.00
1923,2010-03-30,-19.00,-4.00,14.00,-5.00,-15.00,-14.00,-23.00,1440,-52.00,-9.00,-42.00,-20.00,-12.00,-4.00,0.00
67,2010-03-30,-19.00,-4.00,14.00,-5.00,-15.00,-14.00,-23.00,1440,-52.00,-9.00,-42.00,-20.00,-12.00,-4.00,0.00
1927,2010-03-30,-19.00,-4.00,14.00,-5.00,-15.00,-14.00,-23.00,1440,-52.00,-9.00,-42.00,-20.00,-12.00,-4.00,0.00
1923,2010-03-31,-23.00,-13.00,-3.00,-15.00,-13.00,6.00,28.00,-36.00,-56.00,-6.00,-27.00,-25.00,-20.00,37.00,-7.00
67,2010-03-31,-23.00,-13.00,-3.00,-15.00,-13.00,6.00,28.00,-36.00,-56.00,-6.00,-27.00,-25.00,-20.00,37.00,-7.00
1927,2010-03-31,-23.00,-13.00,-3.00,-15.00,-13.00,6.00,28.00,-36.00,-56.00,-6.00,-27.00,-25.00,-20.00,37.00,-7.00
1923,2010-04-01,-25.00,-11.00,9.00,-3.00,-19.00,0.00,-29.00,-35.00,-32.00,-34.00,24.00,-26.00,-29.00,-3.00,-14.00
67,2010-04-01,-25.00,-11.00,9.00,-3.00,-19.00,0.00,-29.00,-35.00,-32.00,-34.00,24.00,-26.00,-29.00,-3.00,-14.00
1927,2010-04-01,-25.00,-11.00,9.00,-3.00,-19.00,0.00,-29.00,-35.00,-32.00,-34.00,24.00,-26.00,-29.00,-3.00,-14.00
1923,2010-04-02,-42.00,-19.00,7.00,-14.00,-8.00,37.00,-18.00,-23.00,2.00,-27.00,31.00,97.00,19.00,17.00,-1.00
67,2010-04-02,-42.00,-19.00,7.00,-14.00,-8.00,37.00,-18.00,-23.00,2.00,-27.00,31.00,97.00,19.00,17.00,-1.00
1927,2010-04-02,-42.00,-19.00,7.00,-14.00,-8.00,37.00,-18.00,-23.00,2.00,-27.00,31.00,97.00,19.00,17.00,-1.00
1923,2010-04-03,-30.00,-2.00,2.00,62.00,-20.00,-14.00,-24.00,-1.00,36.00,-19.00,-19.00,3.00,-5.00,-12.00,-19.00
67,2010-04-03,-30.00,-2.00,2.00,62.00,-20.00,-14.00,-24.00,-1.00,36.00,-19.00,-19.00,3.00,-5.00,-12.00,-19.00
1923,2010-04-04,-18.00,-6.00,3.00,61.00,15.00,-14.00,-38.00,-28.00,-32.00,5.00,-24.00,0.00,10.00,-15.00,46.00
67,2010-04-04,-18.00,-6.00,3.00,61.00,15.00,-14.00,-38.00,-28.00,-32.00,5.00,-24.00,0.00,10.00,-15.00,46.00
1927,2010-04-04,-18.00,-6.00,3.00,61.00,15.00,-14.00,-38.00,-28.00,-32.00,5.00,-24.00,0.00,10.00,-15.00,46.00
1923,2010-04-05,-21.00,25.00,185.00,60.00,-21.00,-5.00,-21.00,-10.00,7.00,-33.00,-2.00,-28.00,-5.00,-5.00,1.00
67,2010-04-05,-21.00,25.00,185.00,60.00,-21.00,-5.00,-21.00,-10.00,7.00,-33.00,-2.00,-28.00,-5.00,-5.00,1.00
1927,2010-04-05,-21.00,25.00,185.00,60.00,-21.00,-5.00,-21.00,-10.00,7.00,-33.00,-2.00,-28.00,-5.00,-5.00,1.00
1923,2010-04-06,-5.00,-7.00,-4.00,-9.00,-16.00,-12.00,-15.00,-12.00,8.00,3.00,-20.00,-14.00,-9.00,40.00,-13.00
67,2010-04-06,-5.00,-7.00,-4.00,-9.00,-16.00,-12.00,-15.00,-12.00,8.00,3.00,-20.00,-14.00,-9.00,40.00,-13.00
1265,2010-04-06,-5.00,-7.00,-4.00,-9.00,-16.00,-12.00,-15.00,-12.00,8.00,3.00,-20.00,-14.00,-9.00,40.00,-13.00
1923,2010-04-07,20.00,7.00,-8.00,-1.00,13.00,1.00,71.00,-13.00,51.00,9.00,12.00,-8.00,21.00,-16.00,1440
67,2010-04-07,20.00,7.00,-8.00,-1.00,13.00,1.00,71.00,-13.00,51.00,9.00,12.00,-8.00,21.00,-16.00,1440
1265,2010-04-07,20.00,7.00,-8.00,-1.00,13.00,1.00,71.00,-13.00,51.00,9.00,12.00,-8.00,21.00,-16.00,1440
1923,2010-04-08,-16.00,-8.00,-10.00,-10.00,-23.00,-5.00,2.00,141.00,86.00,-6.00,-21.00,-14.00,-12.00,16.00,2.00
67,2010-04-08,-16.00,-8.00,-10.00,-10.00,-23.00,-5.00,2.00,141.00,86.00,-6.00,-21.00,-14.00,-12.00,16.00,2.00
1265,2010-04-08,-16.00,-8.00,-10.00,-10.00,-23.00,-5.00,2.00,141.00,86.00,-6.00,-21.00,-14.00,-12.00,16.00,2.00
1923,2010-04-09,-21.00,-11.00,1.00,4.00,-10.00,-12.00,-5.00,10.00,-2.00,10.00,-8.00,-15.00,-5.00,-14.00,5.00
67,2010-04-09,-21.00,-11.00,1.00,4.00,-10.00,-12.00,-5.00,10.00,-2.00,10.00,-8.00,-15.00,-5.00,-14.00,5.00
1265,2010-04-09,-21.00,-11.00,1.00,4.00,-10.00,-12.00,-5.00,10.00,-2.00,10.00,-8.00,-15.00,-5.00,-14.00,5.00
1923,2010-04-10,-15.00,-11.00,-11.00,-1.00,-31.00,-21.00,-9.00,-21.00,48.00,-6.00,-18.00,-10.00,0.00,-10.00,-15.00
67,2010-04-10,-15.00,-11.00,-11.00,-1.00,-31.00,-21.00,-9.00,-21.00,48.00,-6.00,-18.00,-10.00,0.00,-10.00,-15.00
1923,2010-04-11,-3.00,-18.00,-11.00,-6.00,-30.00,-5.00,-14.00,2.00,-19.00,8.00,1.00,24.00,0.00,1028.00,-18.00
67,2010-04-11,-3.00,-18.00,-11.00,-6.00,-30.00,-5.00,-14.00,2.00,-19.00,8.00,1.00,24.00,0.00,1028.00,-18.00
1265,2010-04-11,-3.00,-18.00,-11.00,-6.00,-30.00,-5.00,-14.00,2.00,-19.00,8.00,1.00,24.00,0.00,1028.00,-18.00
1923,2010-04-12,-10.00,-11.00,-14.00,18.00,-27.00,-5.00,2.00,204.00,14.00,-25.00,-12.00,-12.00,-7.00,-18.00,-18.00
67,2010-04-12,-10.00,-11.00,-14.00,18.00,-27.00,-5.00,2.00,204.00,14.00,-25.00,-12.00,-12.00,-7.00,-18.00,-18.00
1265,2010-04-12,-10.00,-11.00,-14.00,18.00,-27.00,-5.00,2.00,204.00,14.00,-25.00,-12.00,-12.00,-7.00,-18.00,-18.00
1923,2010-04-13,8.00,-5.00,-2.00,-14.00,-29.00,-27.00,-7.00,-3.00,-9.00,128.00,-17.00,-15.00,-9.00,-6.00,-11.00
67,2010-04-13,8.00,-5.00,-2.00,-14.00,-29.00,-27.00,-7.00,-3.00,-9.00,128.00,-17.00,-15.00,-9.00,-6.00,-11.00
1265,2010-04-13,8.00,-5.00,-2.00,-14.00,-29.00,-27.00,-7.00,-3.00,-9.00,128.00,-17.00,-15.00,-9.00,-6.00,-11.00
1923,2010-04-14,-6.00,-16.00,-11.00,-23.00,-6.00,-25.00,-9.00,8.00,-11.00,-18.00,-22.00,-12.00,-15.00,-4.00,-17.00
67,2010-04-14,-6.00,-16.00,-11.00,-23.00,-6.00,-25.00,-9.00,8.00,-11.00,-18.00,-22.00,-12.00,-15.00,-4.00,-17.00
1265,2010-04-14,-6.00,-16.00,-11.00,-23.00,-6.00,-25.00,-9.00,8.00,-11.00,-18.00,-22.00,-12.00,-15.00,-4.00,-17.00
1923,2010-04-15,-5.00,-10.00,-11.00,-17.00,-26.00,-19.00,-9.00,-2.00,5.00,-13.00,1440,-24.00,-5.00,-10.00,-17.00
67,2010-04-15,-5.00,-10.00,-11.00,-17.00,-26.00,-19.00,-9.00,-2.00,5.00,-13.00,1440,-24.00,-5.00,-10.00,-17.00
1265,2010-04-15,-5.00,-10.00,-11.00,-17.00,-26.00,-19.00,-9.00,-2.00,5.00,-13.00,1440,-24.00,-5.00,-10.00,-17.00
1923,2010-04-16,-4.00,-7.00,-7.00,-11.00,-18.00,-17.00,5.00,2.00,1.00,-10.00,-17.00,-26.00,3.00,2.00,1.00
67,2010-04-16,-4.00,-7.00,-7.00,-11.00,-18.00,-17.00,5.00,2.00,1.00,-10.00,-17.00,-26.00,3.00,2.00,1.00
1265,2010-04-16,-4.00,-7.00,-7.00,-11.00,-18.00,-17.00,5.00,2.00,1.00,-10.00,-17.00,-26.00,3.00,2.00,1.00
1923,2010-04-17,-3.00,3.00,0.00,-37.00,-9.00,-29.00,66.00,13.00,-10.00,-6.00,-12.00,9.00,0.00,-11.00,-4.00
67,2010-04-17,-3.00,3.00,0.00,-37.00,-9.00,-29.00,66.00,13.00,-10.00,-6.00,-12.00,9.00,0.00,-11.00,-4.00
1923,2010-04-18,2.00,-9.00,0.00,-15.00,-25.00,25.00,-11.00,17.00,-12.00,11.00,-7.00,-2.00,82.00,-1.00,-5.00
67,2010-04-18,2.00,-9.00,0.00,-15.00,-25.00,25.00,-11.00,17.00,-12.00,11.00,-7.00,-2.00,82.00,-1.00,-5.00
1265,2010-04-18,2.00,-9.00,0.00,-15.00,-25.00,25.00,-11.00,17.00,-12.00,11.00,-7.00,-2.00,82.00,-1.00,-5.00
1923,2010-04-19,-12.00,-28.00,11.00,-21.00,13.00,-2.00,-14.00,31.00,-18.00,-10.00,-13.00,19.00,-3.00,-11.00,-12.00
67,2010-04-19,-12.00,-28.00,11.00,-21.00,13.00,-2.00,-14.00,31.00,-18.00,-10.00,-13.00,19.00,-3.00,-11.00,-12.00
1265,2010-04-19,-12.00,-28.00,11.00,-21.00,13.00,-2.00,-14.00,31.00,-18.00,-10.00,-13.00,19.00,-3.00,-11.00,-12.00
1923,2010-04-20,-6.00,-23.00,71.00,-26.00,-11.00,-11.00,-4.00,-20.00,-10.00,-11.00,-22.00,-22.00,-4.00,-3.00,-8.00
67,2010-04-20,-6.00,-23.00,71.00,-26.00,-11.00,-11.00,-4.00,-20.00,-10.00,-11.00,-22.00,-22.00,-4.00,-3.00,-8.00
1265,2010-04-20,-6.00,-23.00,71.00,-26.00,-11.00,-11.00,-4.00,-20.00,-10.00,-11.00,-22.00,-22.00,-4.00,-3.00,-8.00
1923,2010-04-21,-13.00,-15.00,-14.00,-26.00,-12.00,42.00,-14.00,12.00,-6.00,-9.00,-19.00,-7.00,-6.00,21.00,-12.00
67,2010-04-21,-13.00,-15.00,-14.00,-26.00,-12.00,42.00,-14.00,12.00,-6.00,-9.00,-19.00,-7.00,-6.00,21.00,-12.00
1265,2010-04-21,-13.00,-15.00,-14.00,-26.00,-12.00,42.00,-14.00,12.00,-6.00,-9.00,-19.00,-7.00,-6.00,21.00,-12.00
1923,2010-04-22,8.00,6.00,-13.00,-8.00,63.00,178.00,-10.00,3.00,-3.00,30.00,-11.00,-1.00,-6.00,-1.00,-14.00
67,2010-04-22,8.00,6.00,-13.00,-8.00,63.00,178.00,-10.00,3.00,-3.00,30.00,-11.00,-1.00,-6.00,-1.00,-14.00
1265,2010-04-22,8.00,6.00,-13.00,-8.00,63.00,178.00,-10.00,3.00,-3.00,30.00,-11.00,-1.00,-6.00,-1.00,-14.00
1923,2010-04-23,11.00,-5.00,34.00,-13.00,55.00,1.00,-4.00,531.00,17.00,-13.00,77.00,6.00,2.00,-18.00,61.00
67,2010-04-23,11.00,-5.00,34.00,-13.00,55.00,1.00,-4.00,531.00,17.00,-13.00,77.00,6.00,2.00,-18.00,61.00
1265,2010-04-23,11.00,-5.00,34.00,-13.00,55.00,1.00,-4.00,531.00,17.00,-13.00,77.00,6.00,2.00,-18.00,61.00
1923,2010-04-24,14.00,2.00,-11.00,4.00,164.00,34.00,0.00,0.00,11.00,1.00,-11.00,-3.00,22.00,-3.00,160.00
67,2010-04-24,14.00,2.00,-11.00,4.00,164.00,34.00,0.00,0.00,11.00,1.00,-11.00,-3.00,22.00,-3.00,160.00
1923,2010-04-25,-1.00,-8.00,-15.00,3.00,-2.00,-9.00,234.00,-8.00,-12.00,-10.00,15.00,-24.00,-2.00,4.00,-9.00
67,2010-04-25,-1.00,-8.00,-15.00,3.00,-2.00,-9.00,234.00,-8.00,-12.00,-10.00,15.00,-24.00,-2.00,4.00,-9.00
1265,2010-04-25,-1.00,-8.00,-15.00,3.00,-2.00,-9.00,234.00,-8.00,-12.00,-10.00,15.00,-24.00,-2.00,4.00,-9.00
1923,2010-04-26,5.00,-22.00,-4.00,-18.00,-9.00,-23.00,0.00,-4.00,24.00,-11.00,35.00,-6.00,-23.00,-10.00,-16.00
67,2010-04-26,5.00,-22.00,-4.00,-18.00,-9.00,-23.00,0.00,-4.00,24.00,-11.00,35.00,-6.00,-23.00,-10.00,-16.00
1265,2010-04-26,5.00,-22.00,-4.00,-18.00,-9.00,-23.00,0.00,-4.00,24.00,-11.00,35.00,-6.00,-23.00,-10.00,-16.00
1923,2010-04-27,56.00,-23.00,-13.00,-17.00,4.00,-8.00,-6.00,-17.00,-2.00,-10.00,-16.00,32.00,-16.00,-12.00,-16.00
67,2010-04-27,56.00,-23.00,-13.00,-17.00,4.00,-8.00,-6.00,-17.00,-2.00,-10.00,-16.00,32.00,-16.00,-12.00,-16.00
1265,2010-04-27,56.00,-23.00,-13.00,-17.00,4.00,-8.00,-6.00,-17.00,-2.00,-10.00,-16.00,32.00,-16.00,-12.00,-16.00
1923,2010-04-28,1.00,-29.00,-7.00,-17.00,-16.00,-23.00,-6.00,5.00,-20.00,-13.00,-7.00,-1.00,-19.00,2.00,6.00
67,2010-04-28,1.00,-29.00,-7.00,-17.00,-16.00,-23.00,-6.00,5.00,-20.00,-13.00,-7.00,-1.00,-19.00,2.00,6.00
1265,2010-04-28,1.00,-29.00,-7.00,-17.00,-16.00,-23.00,-6.00,5.00,-20.00,-13.00,-7.00,-1.00,-19.00,2.00,6.00
1923,2010-04-29,-12.00,-6.00,-4.00,-5.00,-8.00,-14.00,-7.00,1440,-9.00,-14.00,-12.00,-17.00,1440,-7.00,10.00
67,2010-04-29,-12.00,-6.00,-4.00,-5.00,-8.00,-14.00,-7.00,1440,-9.00,-14.00,-12.00,-17.00,1440,-7.00,10.00
1265,2010-04-29,-12.00,-6.00,-4.00,-5.00,-8.00,-14.00,-7.00,1440,-9.00,-14.00,-12.00,-17.00,1440,-7.00,10.00
1923,2010-04-30,-3.00,-13.00,-12.00,-12.00,-30.00,2.00,19.00,-15.00,-12.00,-16.00,1.00,9.00,-23.00,23.00,15.00
67,2010-04-30,-3.00,-13.00,-12.00,-12.00,-30.00,2.00,19.00,-15.00,-12.00,-16.00,1.00,9.00,-23.00,23.00,15.00
1265,2010-04-30,-3.00,-13.00,-12.00,-12.00,-30.00,2.00,19.00,-15.00,-12.00,-16.00,1.00,9.00,-23.00,23.00,15.00
2111,2010-05-01,-6.00,9.00,-19.00,17.00,6.00,-7.00,-13.00,-18.00,-17.00,10.00,-20.00,20.00,-5.00,13.00,-20.00
2011,2010-05-01,-6.00,9.00,-19.00,17.00,6.00,-7.00,-13.00,-18.00,-17.00,10.00,-20.00,20.00,-5.00,13.00,-20.00
2111,2010-05-02,-7.00,-11.00,-10.00,148.00,25.00,-13.00,-11.00,-10.00,7.00,-17.00,21.00,1440,-14.00,12.00,12.00
2011,2010-05-02,-7.00,-11.00,-10.00,148.00,25.00,-13.00,-11.00,-10.00,7.00,-17.00,21.00,1440,-14.00,12.00,12.00
1911,2010-05-02,-7.00,-11.00,-10.00,148.00,25.00,-13.00,-11.00,-10.00,7.00,-17.00,21.00,1440,-14.00,12.00,12.00
2111,2010-05-03,24.00,2.00,-3.00,8.00,2.00,16.00,1.00,12.00,-10.00,16.00,46.00,8.00,-1.00,13.00,30.00
2011,2010-05-03,24.00,2.00,-3.00,8.00,2.00,16.00,1.00,12.00,-10.00,16.00,46.00,8.00,-1.00,13.00,30.00
1911,2010-05-03,24.00,2.00,-3.00,8.00,2.00,16.00,1.00,12.00,-10.00,16.00,46.00,8.00,-1.00,13.00,30.00
2111,2010-05-04,21.00,-11.00,-11.00,-3.00,-14.00,-8.00,-16.00,-2.00,2.00,76.00,-14.00,20.00,-1.00,-20.00,6.00
2011,2010-05-04,21.00,-11.00,-11.00,-3.00,-14.00,-8.00,-16.00,-2.00,2.00,76.00,-14.00,20.00,-1.00,-20.00,6.00
1911,2010-05-04,21.00,-11.00,-11.00,-3.00,-14.00,-8.00,-16.00,-2.00,2.00,76.00,-14.00,20.00,-1.00,-20.00,6.00
2111,2010-05-05,30.00,-17.00,-15.00,-16.00,17.00,-1.00,-25.00,-4.00,-6.00,-16.00,-16.00,-23.00,-11.00,1.00,8.00
2011,2010-05-05,30.00,-17.00,-15.00,-16.00,17.00,-1.00,-25.00,-4.00,-6.00,-16.00,-16.00,-23.00,-11.00,1.00,8.00
1911,2010-05-05,30.00,-17.00,-15.00,-16.00,17.00,-1.00,-25.00,-4.00,-6.00,-16.00,-16.00,-23.00,-11.00,1.00,8.00
