FlightNum,FlightDate,Carrier_Origin_Del1,Carrier_Origin_Del2,Carrier_Origin_Del3,Carrier_Origin_Del4,Carrier_Origin_Del5
2111,2010-06-03,20.00,-4.00,-3.00,14.00,0.00
2011,2010-06-03,20.00,-4.00,-3.00,14.00,0.00
1911,2010-06-03,20.00,-4.00,-3.00,14.00,0.00
2111,2010-06-04,-1.00,-2.00,-5.00,-2.00,0.00
2011,2010-06-04,-1.00,-2.00,-5.00,-2.00,0.00
1911,2010-06-04,-1.00,-2.00,-5.00,-2.00,0.00
2111,2010-06-05,26.00,1.00,0.00,13.00,23.00
2011,2010-06-05,26.00,1.00,0.00,13.00,23.00
2111,2010-06-06,4.00,25.00,2.00,20.00,5.00
2011,2010-06-06,4.00,25.00,2.00,20.00,5.00
1911,2010-06-06,4.00,25.00,2.00,20.00,5.00
2111,2010-06-07,20.00,7.00,-1.00,-4.00,21.00
2011,2010-06-07,20.00,7.00,-1.00,-4.00,21.00
1911,2010-06-07,20.00,7.00,-1.00,-4.00,21.00
2111,2010-06-08,0.00,0.00,-1.00,0.00,-1.00
2011,2010-06-08,0.00,0.00,-1.00,0.00,-1.00
1911,2010-06-08,0.00,0.00,-1.00,0.00,-1.00
2111,2010-06-09,78.00,-4.00,-2.00,46.00,0.00
2011,2010-06-09,78.00,-4.00,-2.00,46.00,0.00
1911,2010-06-09,78.00,-4.00,-2.00,46.00,0.00
2111,2010-06-10,3.00,-6.00,87.00,16.00,10.00
2011,2010-06-10,3.00,-6.00,87.00,16.00,10.00
1911,2010-06-10,3.00,-6.00,87.00,16.00,10.00
2111,2010-06-11,16.00,3.00,9.00,-7.00,219.00
2011,2010-06-11,16.00,3.00,9.00,-7.00,219.00
1911,2010-06-11,16.00,3.00,9.00,-7.00,219.00
2111,2010-06-12,8.00,5.00,-4.00,2.00,13.00
2011,2010-06-12,8.00,5.00,-4.00,2.00,13.00
2111,2010-06-13,248.00,167.00,40.00,-1.00,-5.00
2011,2010-06-13,248.00,167.00,40.00,-1.00,-5.00
1911,2010-06-13,248.00,167.00,40.00,-1.00,-5.00
2111,2010-06-14,41.00,-1.00,5.00,7.00,5.00
2011,2010-06-14,41.00,-1.00,5.00,7.00,5.00
1911,2010-06-14,41.00,-1.00,5.00,7.00,5.00
2111,2010-06-15,13.00,-4.00,6.00,2.00,-1.00
2011,2010-06-15,13.00,-4.00,6.00,2.00,-1.00
1911,2010-06-15,13.00,-4.00,6.00,2.00,-1.00
2111,2010-06-16,8.00,80.00,-2.00,8.00,-6.00
2011,2010-06-16,8.00,80.00,-2.00,8.00,-6.00
1911,2010-06-16,8.00,80.00,-2.00,8.00,-6.00
2111,2010-06-17,-1.00,1.00,14.00,-4.00,0.00
2011,2010-06-17,-1.00,1.00,14.00,-4.00,0.00
1911,2010-06-17,-1.00,1.00,14.00,-4.00,0.00
2111,2010-06-18,3.00,3.00,4.00,-6.00,48.00
2011,2010-06-18,3.00,3.00,4.00,-6.00,48.00
1911,2010-06-18,3.00,3.00,4.00,-6.00,48.00
2111,2010-06-19,176.00,0.00,44.00,11.00,5.00
2011,2010-06-19,176.00,0.00,44.00,11.00,5.00
2111,2010-06-20,7.00,4.00,-2.00,4.00,-4.00
2011,2010-06-20,7.00,4.00,-2.00,4.00,-4.00
1911,2010-06-20,7.00,4.00,-2.00,4.00,-4.00
2111,2010-06-21,7.00,-3.00,14.00,-6.00,10.00
2011,2010-06-21,7.00,-3.00,14.00,-6.00,10.00
1911,2010-06-21,7.00,-3.00,14.00,-6.00,10.00
2111,2010-06-22,24.00,6.00,0.00,33.00,-3.00
2011,2010-06-22,24.00,6.00,0.00,33.00,-3.00
1911,2010-06-22,24.00,6.00,0.00,33.00,-3.00
2111,2010-06-23,10.00,-4.00,2.00,4.00,0.00
2011,2010-06-23,10.00,-4.00,2.00,4.00,0.00
1911,2010-06-23,10.00,-4.00,2.00,4.00,0.00
2111,2010-06-24,63.00,-1.00,33.00,25.00,8.00
2011,2010-06-24,63.00,-1.00,33.00,25.00,8.00
1911,2010-06-24,63.00,-1.00,33.00,25.00,8.00
2111,2010-06-25,7.00,-3.00,26.00,37.00,12.00
2011,2010-06-25,7.00,-3.00,26.00,37.00,12.00
1911,2010-06-25,7.00,-3.00,26.00,37.00,12.00
2111,2010-06-26,11.00,-1.00,-6.00,0.00,1.00
2011,2010-06-26,11.00,-1.00,-6.00,0.00,1.00
2111,2010-06-27,67.00,6.00,3.00,2.00,-5.00
2011,2010-06-27,67.00,6.00,3.00,2.00,-5.00
1911,2010-06-27,67.00,6.00,3.00,2.00,-5.00
2111,2010-06-28,47.00,0.00,12.00,-1.00,22.00
2011,2010-06-28,47.00,0.00,12.00,-1.00,22.00
1911,2010-06-28,47.00,0.00,12.00,-1.00,22.00
2111,2010-06-29,-4.00,-6.00,138.00,13.00,35.00
2011,2010-06-29,-4.00,-6.00,138.00,13.00,35.00
1911,2010-06-29,-4.00,-6.00,138.00,13.00,35.00
2111,2010-06-30,4.00,12.00,13.00,1.00,84.00
2011,2010-06-30,4.00,12.00,13.00,1.00,84.00
1911,2010-06-30,4.00,12.00,13.00,1.00,84.00
2111,2010-07-01,9.00,-1.00,9.00,7.00,11.00
2011,2010-07-01,9.00,-1.00,9.00,7.00,11.00
1911,2010-07-01,9.00,-1.00,9.00,7.00,11.00
2111,2010-07-02,-4.00,38.00,141.00,-4.00,35.00
2011,2010-07-02,-4.00,38.00,141.00,-4.00,35.00
1911,2010-07-02,-4.00,38.00,141.00,-4.00,35.00
2111,2010-07-03,7.00,-1.00,13.00,14.00,-1.00
2011,2010-07-03,7.00,-1.00,13.00,14.00,-1.00
2111,2010-07-04,25.00,1.00,73.00,-5.00,-5.00
2011,2010-07-04,25.00,1.00,73.00,-5.00,-5.00
2111,2010-07-05,-3.00,4.00,-8.00,0.00,0.00
2011,2010-07-05,-3.00,4.00,-8.00,0.00,0.00
1911,2010-07-05,-3.00,4.00,-8.00,0.00,0.00
2111,2010-07-06,0.00,-6.00,6.00,9.00,-4.00
2011,2010-07-06,0.00,-6.00,6.00,9.00,-4.00
1911,2010-07-06,0.00,-6.00,6.00,9.00,-4.00
2111,2010-07-07,82.00,-2.00,-1.00,-1.00,-1.00
2011,2010-07-07,82.00,-2.00,-1.00,-1.00,-1.00
1911,2010-07-07,82.00,-2.00,-1.00,-1.00,-1.00
2111,2010-07-08,-2.00,-4.00,-3.00,-6.00,17.00
2011,2010-07-08,-2.00,-4.00,-3.00,-6.00,17.00
1911,2010-07-08,-2.00,-4.00,-3.00,-6.00,17.00
2111,2010-07-09,-1.00,17.00,0.00,59.00,5.00
2011,2010-07-09,-1.00,17.00,0.00,59.00,5.00
1911,2010-07-09,-1.00,17.00,0.00,59.00,5.00
2111,2010-07-10,0.00,27.00,81.00,23.00,-7.00
2011,2010-07-10,0.00,27.00,81.00,23.00,-7.00
2111,2010-07-11,-3.00,-1.00,-3.00,-5.00,-3.00
2011,2010-07-11,-3.00,-1.00,-3.00,-5.00,-3.00
1911,2010-07-11,-3.00,-1.00,-3.00,-5.00,-3.00
2111,2010-07-12,44.00,-1.00,5.00,1440,0.00
1911,2010-07-12,44.00,-1.00,5.00,1440,0.00
2111,2010-07-13,-3.00,7.00,38.00,-2.00,-3.00
2011,2010-07-13,-3.00,7.00,38.00,-2.00,-3.00
1911,2010-07-13,-3.00,7.00,38.00,-2.00,-3.00
2111,2010-07-14,-1.00,26.00,6.00,4.00,9.00
2011,2010-07-14,-1.00,26.00,6.00,4.00,9.00
1911,2010-07-14,-1.00,26.00,6.00,4.00,9.00
2111,2010-07-15,50.00,8.00,-3.00,-5.00,34.00
2011,2010-07-15,50.00,8.00,-3.00,-5.00,34.00
1911,2010-07-15,50.00,8.00,-3.00,-5.00,34.00
2111,2010-07-16,15.00,32.00,62.00,-1.00,-3.00
2011,2010-07-16,15.00,32.00,62.00,-1.00,-3.00
1911,2010-07-16,15.00,32.00,62.00,-1.00,-3.00
2111,2010-07-17,-1.00,-3.00,3.00,1440,7.00
2011,2010-07-17,-1.00,-3.00,3.00,1440,7.00
2111,2010-07-18,55.00,3.00,90.00,1440,8.00
2011,2010-07-18,55.00,3.00,90.00,1440,8.00
1911,2010-07-18,55.00,3.00,90.00,1440,8.00
2111,2010-07-19,45.00,104.00,13.00,16.00,-4.00
1911,2010-07-19,45.00,104.00,13.00,16.00,-4.00
2111,2010-07-20,3.00,4.00,16.00,10.00,-7.00
2011,2010-07-20,3.00,4.00,16.00,10.00,-7.00
1911,2010-07-20,3.00,4.00,16.00,10.00,-7.00
2111,2010-07-21,-1.00,5.00,-4.00,-4.00,-6.00
2011,2010-07-21,-1.00,5.00,-4.00,-4.00,-6.00
1911,2010-07-21,-1.00,5.00,-4.00,-4.00,-6.00
2111,2010-07-22,16.00,13.00,1.00,1.00,29.00
2011,2010-07-22,16.00,13.00,1.00,1.00,29.00
1911,2010-07-22,16.00,13.00,1.00,1.00,29.00
2111,2010-07-23,11.00,6.00,-1.00,128.00,-2.00
2011,2010-07-23,11.00,6.00,-1.00,128.00,-2.00
1911,2010-07-23,11.00,6.00,-1.00,128.00,-2.00
2111,2010-07-24,67.00,30.00,1440,30.00,22.00
2011,2010-07-24,67.00,30.00,1440,30.00,22.00
2111,2010-07-25,-4.00,1.00,14.00,-1.00,22.00
2011,2010-07-25,-4.00,1.00,14.00,-1.00,22.00
1911,2010-07-25,-4.00,1.00,14.00,-1.00,22.00
2111,2010-07-26,-3.00,344.00,5.00,1440,-3.00
2011,2010-07-26,-3.00,344.00,5.00,1440,-3.00
1911,2010-07-26,-3.00,344.00,5.00,1440,-3.00
2111,2010-07-27,21.00,-1.00,20.00,-3.00,34.00
2011,2010-07-27,21.00,-1.00,20.00,-3.00,34.00
1911,2010-07-27,21.00,-1.00,20.00,-3.00,34.00
2111,2010-07-28,-1.00,10.00,37.00,-3.00,12.00
2011,2010-07-28,-1.00,10.00,37.00,-3.00,12.00
1911,2010-07-28,-1.00,10.00,37.00,-3.00,12.00
2111,2010-07-29,4.00,34.00,-2.00,-9.00,2.00
2011,2010-07-29,4.00,34.00,-2.00,-9.00,2.00
1911,2010-07-29,4.00,34.00,-2.00,-9.00,2.00
2111,2010-07-30,-2.00,12.00,-3.00,32.00,-4.00
2011,2010-07-30,-2.00,12.00,-3.00,32.00,-4.00
1911,2010-07-30,-2.00,12.00,-3.00,32.00,-4.00
2111,2010-07-31,1.00,0.00,-2.00,22.00,-3.00
2011,2010-07-31,1.00,0.00,-2.00,22.00,-3.00
2111,2010-08-01,-4.00,22.00,146.00,-3.00,-1.00
2011,2010-08-01,-4.00,22.00,146.00,-3.00,-1.00
1911,2010-08-01,-4.00,22.00,146.00,-3.00,-1.00
2111,2010-08-02,17.00,-5.00,19.00,-1.00,6.00
2011,2010-08-02,17.00,-5.00,19.00,-1.00,6.00
1911,2010-08-02,17.00,-5.00,19.00,-1.00,6.00
2111,2010-08-03,-4.00,15.00,-2.00,1.00,0.00
2011,2010-08-03,-4.00,15.00,-2.00,1.00,0.00
1911,2010-08-03,-4.00,15.00,-2.00,1.00,0.00
2111,2010-08-04,114.00,1.00,7.00,-6.00,-3.00
2011,2010-08-04,114.00,1.00,7.00,-6.00,-3.00
1911,2010-08-04,114.00,1.00,7.00,-6.00,-3.00
2111,2010-08-05,0.00,-1.00,-2.00,-7.00,11.00
2011,2010-08-05,0.00,-1.00,-2.00,-7.00,11.00
1911,2010-08-05,0.00,-1.00,-2.00,-7.00,11.00
2111,2010-08-06,-5.00,0.00,1.00,-5.00,10.00
2011,2010-08-06,-5.00,0.00,1.00,-5.00,10.00
1911,2010-08-06,-5.00,0.00,1.00,-5.00,10.00
2111,2010-08-07,16.00,39.00,81.00,0.00,-1.00
2011,2010-08-07,16.00,39.00,81.00,0.00,-1.00
2111,2010-08-08,3.00,5.00,7.00,-6.00,179.00
2011,2010-08-08,3.00,5.00,7.00,-6.00,179.00
1911,2010-08-08,3.00,5.00,7.00,-6.00,179.00
2111,2010-08-09,42.00,7.00,-3.00,20.00,-5.00
2011,2010-08-09,42.00,7.00,-3.00,20.00,-5.00
1911,2010-08-09,42.00,7.00,-3.00,20.00,-5.00
2111,2010-08-10,1440,-2.00,14.00,-6.00,-3.00
2011,2010-08-10,1440,-2.00,14.00,-6.00,-3.00
1911,2010-08-10,1440,-2.00,14.00,-6.00,-3.00
2111,2010-08-11,-4.00,-2.00,-1.00,-7.00,-3.00
2011,2010-08-11,-4.00,-2.00,-1.00,-7.00,-3.00
1911,2010-08-11,-4.00,-2.00,-1.00,-7.00,-3.00
2111,2010-08-12,10.00,-1.00,35.00,2.00,1.00
2011,2010-08-12,10.00,-1.00,35.00,2.00,1.00
1911,2010-08-12,10.00,-1.00,35.00,2.00,1.00
2111,2010-08-13,10.00,-3.00,9.00,57.00,0.00
2011,2010-08-13,10.00,-3.00,9.00,57.00,0.00
1911,2010-08-13,10.00,-3.00,9.00,57.00,0.00
2111,2010-08-14,26.00,25.00,18.00,6.00,5.00
2011,2010-08-14,26.00,25.00,18.00,6.00,5.00
2111,2010-08-15,39.00,-2.00,25.00,8.00,-5.00
2011,2010-08-15,39.00,-2.00,25.00,8.00,-5.00
1911,2010-08-15,39.00,-2.00,25.00,8.00,-5.00
2111,2010-08-16,0.00,6.00,-6.00,5.00,40.00
2011,2010-08-16,0.00,6.00,-6.00,5.00,40.00
1911,2010-08-16,0.00,6.00,-6.00,5.00,40.00
2111,2010-08-17,23.00,-1.00,-2.00,19.00,7.00
2011,2010-08-17,23.00,-1.00,-2.00,19.00,7.00
1911,2010-08-17,23.00,-1.00,-2.00,19.00,7.00
2111,2010-08-18,0.00,0.00,16.00,83.00,5.00
2011,2010-08-18,0.00,0.00,16.00,83.00,5.00
1911,2010-08-18,0.00,0.00,16.00,83.00,5.00
2111,2010-08-19,31.00,5.00,10.00,-2.00,2.00
2011,2010-08-19,31.00,5.00,10.00,-2.00,2.00
1911,2010-08-19,31.00,5.00,10.00,-2.00,2.00
2111,2010-08-20,30.00,21.00,0.00,12.00,8.00
2011,2010-08-20,30.00,21.00,0.00,12.00,8.00
1911,2010-08-20,30.00,21.00,0.00,12.00,8.00
2111,2010-08-21,44.00,-6.00,1.00,0.00,8.00
2011,2010-08-21,44.00,-6.00,1.00,0.00,8.00
2111,2010-08-22,-4.00,0.00,48.00,0.00,-3.00
2011,2010-08-22,-4.00,0.00,48.00,0.00,-3.00
1911,2010-08-22,-4.00,0.00,48.00,0.00,-3.00
2111,2010-08-23,14.00,1.00,65.00,2.00,-1.00
2011,2010-08-23,14.00,1.00,65.00,2.00,-1.00
1911,2010-08-23,14.00,1.00,65.00,2.00,-1.00
2111,2010-08-24,0.00,-1.00,53.00,24.00,15.00
2011,2010-08-24,0.00,-1.00,53.00,24.00,15.00
1911,2010-08-24,0.00,-1.00,53.00,24.00,15.00
2111,2010-08-25,-4.00,-1.00,28.00,15.00,200.00
2011,2010-08-25,-4.00,-1.00,28.00,15.00,200.00
1911,2010-08-25,-4.00,-1.00,28.00,15.00,200.00
2111,2010-08-26,61.00,1.00,19.00,1.00,0.00
2011,2010-08-26,61.00,1.00,19.00,1.00,0.00
1911,2010-08-26,61.00,1.00,19.00,1.00,0.00
2111,2010-08-27,9.00,4.00,-1.00,0.00,-6.00
2011,2010-08-27,9.00,4.00,-1.00,0.00,-6.00
1911,2010-08-27,9.00,4.00,-1.00,0.00,-6.00
2111,2010-08-28,-2.00,-7.00,0.00,0.00,-4.00
2011,2010-08-28,-2.00,-7.00,0.00,0.00,-4.00
2111,2010-08-29,5.00,50.00,18.00,-3.00,6.00
2011,2010-08-29,5.00,50.00,18.00,-3.00,6.00
1911,2010-08-29,5.00,50.00,18.00,-3.00,6.00
2111,2010-08-30,3.00,-2.00,-1.00,-4.00,-6.00
2011,2010-08-30,3.00,-2.00,-1.00,-4.00,-6.00
1911,2010-08-30,3.00,-2.00,-1.00,-4.00,-6.00
2111,2010-08-31,14.00,1440,-2.00,-2.00,-3.00
2011,2010-08-31,14.00,1440,-2.00,-2.00,-3.00
1911,2010-08-31,14.00,1440,-2.00,-2.00,-3.00
2111,2010-09-01,-4.00,-4.00,-6.00,-4.00,-2.00
2011,2010-09-01,-4.00,-4.00,-6.00,-4.00,-2.00
1911,2010-09-01,-4.00,-4.00,-6.00,-4.00,-2.00
2111,2010-09-02,7.00,-4.00,0.00,4.00,-1.00
2011,2010-09-02,7.00,-4.00,0.00,4.00,-1.00
1911,2010-09-02,7.00,-4.00,0.00,4.00,-1.00
2111,2010-09-03,-3.00,-3.00,45.00,11.00,4.00
2011,2010-09-03,-3.00,-3.00,45.00,11.00,4.00
1911,2010-09-03,-3.00,-3.00,45.00,11.00,4.00
2111,2010-09-04,-2.00,-3.00,-1.00,-5.00,-1.00
2011,2010-09-04,-2.00,-3.00,-1.00,-5.00,-1.00
2111,2010-09-05,-2.00,-9.00,-6.00,-2.00,-3.00
2011,2010-09-05,-2.00,-9.00,-6.00,-2.00,-3.00
2111,2010-09-06,5.00,2.00,-3.00,2.00,-3.00
2011,2010-09-06,5.00,2.00,-3.00,2.00,-3.00
1911,2010-09-06,5.00,2.00,-3.00,2.00,-3.00
2011,2010-09-07,-3.00,-7.00,-2.00,6.00,-4.00
1911,2010-09-07,-3.00,-7.00,-2.00,6.00,-4.00
2011,2010-09-08,2.00,-8.00,-1.00,5.00,-4.00
1911,2010-09-08,2.00,-8.00,-1.00,5.00,-4.00
2011,2010-09-09,0.00,9.00,-4.00,1.00,-1.00
1911,2010-09-09,0.00,9.00,-4.00,1.00,-1.00
2011,2010-09-10,-5.00,-5.00,3.00,2.00,-3.00
1911,2010-09-10,-5.00,-5.00,3.00,2.00,-3.00
2011,2010-09-11,-5.00,-1.00,-5.00,12.00,-7.00
2011,2010-09-12,-6.00,-5.00,17.00,11.00,36.00
1911,2010-09-12,-6.00,-5.00,17.00,11.00,36.00
2011,2010-09-13,38.00,13.00,-1.00,3.00,24.00
1911,2010-09-13,38.00,13.00,-1.00,3.00,24.00
2011,2010-09-14,-5.00,-5.00,-10.00,-1.00,3.00
1911,2010-09-14,-5.00,-5.00,-10.00,-1.00,3.00
2011,2010-09-15,-7.00,-7.00,1440,9.00,-5.00
1911,2010-09-15,-7.00,-7.00,1440,9.00,-5.00
2011,2010-09-16,104.00,-8.00,264.00,-5.00,-1.00
1911,2010-09-16,104.00,-8.00,264.00,-5.00,-1.00
2011,2010-09-17,-6.00,-4.00,46.00,-3.00,-3.00
1911,2010-09-17,-6.00,-4.00,46.00,-3.00,-3.00
2011,2010-09-18,2.00,-2.00,19.00,0.00,0.00
2011,2010-09-19,5.00,-10.00,6.00,10.00,-3.00
1911,2010-09-19,5.00,-10.00,6.00,10.00,-3.00
2011,2010-09-20,2.00,-8.00,-2.00,-1.00,-4.00
1911,2010-09-20,2.00,-8.00,-2.00,-1.00,-4.00
2011,2010-09-21,-4.00,-6.00,2.00,-3.00,-5.00
1911,2010-09-21,-4.00,-6.00,2.00,-3.00,-5.00
2011,2010-09-22,-3.00,-10.00,-2.00,-5.00,-1.00
1911,2010-09-22,-3.00,-10.00,-2.00,-5.00,-1.00
2011,2010-09-23,-4.00,43.00,-4.00,4.00,-3.00
1911,2010-09-23,-4.00,43.00,-4.00,4.00,-3.00
2011,2010-09-24,103.00,0.00,6.00,3.00,-1.00
1911,2010-09-24,103.00,0.00,6.00,3.00,-1.00
2011,2010-09-25,-5.00,-2.00,3.00,6.00,-9.00
2011,2010-09-26,43.00,24.00,25.00,3.00,27.00
1911,2010-09-26,43.00,24.00,25.00,3.00,27.00
2011,2010-09-27,43.00,7.00,34.00,1.00,0.00
1911,2010-09-27,43.00,7.00,34.00,1.00,0.00
2011,2010-09-28,-2.00,18.00,31.00,-3.00,-3.00
1911,2010-09-28,-2.00,18.00,31.00,-3.00,-3.00
2011,2010-09-29,20.00,42.00,5.00,-3.00,-2.00
1911,2010-09-29,20.00,42.00,5.00,-3.00,-2.00
2011,2010-09-30,-9.00,-5.00,156.00,-3.00,-3.00
1911,2010-09-30,-9.00,-5.00,156.00,-3.00,-3.00
2011,2010-10-01,3.00,3.00,6.00,0.00,7.00
1911,2010-10-01,3.00,3.00,6.00,0.00,7.00
2011,2010-10-02,-3.00,-1.00,5.00,-2.00,22.00
2011,2010-10-03,11.00,16.00,4.00,27.00,-2.00
1911,2010-10-03,11.00,16.00,4.00,27.00,-2.00
2011,2010-10-04,71.00,5.00,0.00,5.00,5.00
1911,2010-10-04,71.00,5.00,0.00,5.00,5.00
2011,2010-10-05,-3.00,0.00,-7.00,-3.00,8.00
1911,2010-10-05,-3.00,0.00,-7.00,-3.00,8.00
2011,2010-10-06,1.00,25.00,30.00,-5.00,-2.00
1911,2010-10-06,1.00,25.00,30.00,-5.00,-2.00
2011,2010-10-07,-6.00,4.00,7.00,9.00,-1.00
1911,2010-10-07,-6.00,4.00,7.00,9.00,-1.00
2011,2010-10-08,-6.00,-1.00,3.00,-3.00,-5.00
1911,2010-10-08,-6.00,-1.00,3.00,-3.00,-5.00
2011,2010-10-09,-2.00,17.00,8.00,-1.00,-1.00
2011,2010-10-10,-1.00,1.00,-5.00,14.00,17.00
1911,2010-10-10,-1.00,1.00,-5.00,14.00,17.00
2011,2010-10-11,0.00,0.00,24.00,13.00,-4.00
1911,2010-10-11,0.00,0.00,24.00,13.00,-4.00
2011,2010-10-12,-7.00,-7.00,0.00,-2.00,0.00
1911,2010-10-12,-7.00,-7.00,0.00,-2.00,0.00
2011,2010-10-13,-1.00,-1.00,4.00,10.00,12.00
1911,2010-10-13,-1.00,-1.00,4.00,10.00,12.00
2011,2010-10-14,0.00,6.00,25.00,5.00,8.00
1911,2010-10-14,0.00,6.00,25.00,5.00,8.00
2011,2010-10-15,20.00,33.00,20.00,28.00,3.00
1911,2010-10-15,20.00,33.00,20.00,28.00,3.00
2011,2010-10-16,12.00,-1.00,-3.00,0.00,35.00
2011,2010-10-17,2.00,10.00,14.00,-2.00,-2.00
1911,2010-10-17,2.00,10.00,14.00,-2.00,-2.00
2011,2010-10-18,-4.00,1.00,11.00,-4.00,-1.00
1911,2010-10-18,-4.00,1.00,11.00,-4.00,-1.00
2011,2010-10-19,0.00,-1.00,-5.00,29.00,-1.00
1911,2010-10-19,0.00,-1.00,-5.00,29.00,-1.00
2011,2010-10-20,12.00,2.00,16.00,17.00,33.00
1911,2010-10-20,12.00,2.00,16.00,17.00,33.00
2011,2010-10-21,-4.00,-2.00,-1.00,5.00,-4.00
1911,2010-10-21,-4.00,-2.00,-1.00,5.00,-4.00
2011,2010-10-22,-3.00,-5.00,31.00,-4.00,5.00
1911,2010-10-22,-3.00,-5.00,31.00,-4.00,5.00
2011,2010-10-23,4.00,6.00,2.00,27.00,3.00
2011,2010-10-24,1.00,4.00,-8.00,6.00,-1.00
1911,2010-10-24,1.00,4.00,-8.00,6.00,-1.00
2011,2010-10-25,25.00,9.00,35.00,-1.00,2.00
1911,2010-10-25,25.00,9.00,35.00,-1.00,2.00
2011,2010-10-26,-3.00,20.00,-3.00,14.00,4.00
1911,2010-10-26,-3.00,20.00,-3.00,14.00,4.00
2011,2010-10-27,1440,64.00,1440,1440,2.00
1911,2010-10-27,1440,64.00,1440,1440,2.00
2011,2010-10-28,7.00,-2.00,20.00,20.00,-1.00
1911,2010-10-28,7.00,-2.00,20.00,20.00,-1.00
2011,2010-10-29,0.00,-5.00,17.00,5.00,14.00
1911,2010-10-29,0.00,-5.00,17.00,5.00,14.00
2011,2010-10-30,0.00,10.00,0.00,24.00,-1.00
2011,2010-10-31,15.00,-2.00,-3.00,11.00,-4.00
2011,2010-11-01,42.00,-2.00,4.00,0.00,0.00
1911,2010-11-01,42.00,-2.00,4.00,0.00,0.00
2011,2010-11-02,13.00,-5.00,16.00,-4.00,-1.00
1911,2010-11-02,13.00,-5.00,16.00,-4.00,-1.00
2011,2010-11-03,1.00,-3.00,0.00,-4.00,13.00
1911,2010-11-03,1.00,-3.00,0.00,-4.00,13.00
2011,2010-11-04,-2.00,-1.00,-1.00,-5.00,2.00
1911,2010-11-04,-2.00,-1.00,-1.00,-5.00,2.00
2011,2010-11-05,18.00,0.00,0.00,-4.00,0.00
1911,2010-11-05,18.00,0.00,0.00,-4.00,0.00
2011,2010-11-06,0.00,12.00,1.00,-3.00,-6.00
2011,2010-11-07,2.00,1.00,10.00,-1.00,10.00
1911,2010-11-07,2.00,1.00,10.00,-1.00,10.00
2011,2010-11-08,11.00,-5.00,0.00,1.00,2.00
1911,2010-11-08,11.00,-5.00,0.00,1.00,2.00
2011,2010-11-09,-4.00,10.00,-1.00,-4.00,0.00
1911,2010-11-09,-4.00,10.00,-1.00,-4.00,0.00
2011,2010-11-10,5.00,-1.00,1.00,15.00,0.00
1911,2010-11-10,5.00,-1.00,1.00,15.00,0.00
2011,2010-11-11,2.00,1.00,48.00,-3.00,2.00
1911,2010-11-11,2.00,1.00,48.00,-3.00,2.00
2011,2010-11-12,-4.00,-5.00,8.00,-3.00,-1.00
1911,2010-11-12,-4.00,-5.00,8.00,-3.00,-1.00
2011,2010-11-13,-5.00,-2.00,-1.00,27.00,-4.00
2011,2010-11-14,-5.00,-1.00,12.00,4.00,29.00
1911,2010-11-14,-5.00,-1.00,12.00,4.00,29.00
2011,2010-11-15,-2.00,14.00,-2.00,-1.00,13.00
1911,2010-11-15,-2.00,14.00,-2.00,-1.00,13.00
2011,2010-11-16,-5.00,28.00,6.00,0.00,5.00
1911,2010-11-16,-5.00,28.00,6.00,0.00,5.00
2011,2010-11-17,22.00,6.00,-4.00,13.00,0.00
1911,2010-11-17,22.00,6.00,-4.00,13.00,0.00
2011,2010-11-18,16.00,-2.00,12.00,31.00,3.00
1911,2010-11-18,16.00,-2.00,12.00,31.00,3.00
2011,2010-11-19,3.00,5.00,10.00,33.00,0.00
1911,2010-11-19,3.00,5.00,10.00,33.00,0.00
2011,2010-11-20,1.00,0.00,-3.00,-3.00,13.00
2011,2010-11-21,-5.00,-3.00,34.00,6.00,-3.00
1911,2010-11-21,-5.00,-3.00,34.00,6.00,-3.00
2011,2010-11-22,28.00,17.00,22.00,-3.00,-5.00
1911,2010-11-22,28.00,17.00,22.00,-3.00,-5.00
2011,2010-11-23,18.00,26.00,6.00,5.00,-4.00
1911,2010-11-23,18.00,26.00,6.00,5.00,-4.00
2011,2010-11-24,-1.00,-2.00,-3.00,0.00,0.00
1911,2010-11-24,-1.00,-2.00,-3.00,0.00,0.00
2011,2010-11-25,-4.00,-2.00,-3.00,-2.00,22.00
1911,2010-11-26,-6.00,-1.00,3.00,13.00,12.00
2011,2010-11-27,-3.00,-2.00,0.00,-2.00,10.00
2011,2010-11-28,10.00,-1.00,83.00,-3.00,2.00
1911,2010-11-28,10.00,-1.00,83.00,-3.00,2.00
2011,2010-11-29,69.00,27.00,14.00,79.00,120.00
1911,2010-11-29,69.00,27.00,14.00,79.00,120.00
2011,2010-11-30,16.00,7.00,2.00,1440,6.00
1911,2010-11-30,16.00,7.00,2.00,1440,6.00
2011,2010-12-01,-5.00,11.00,10.00,4.00,6.00
1911,2010-12-01,-5.00,11.00,10.00,4.00,6.00
2011,2010-12-02,10.00,-1.00,-2.00,2.00,-3.00
1911,2010-12-02,10.00,-1.00,-2.00,2.00,-3.00
2011,2010-12-03,5.00,-5.00,1.00,20.00,1.00
1911,2010-12-03,5.00,-5.00,1.00,20.00,1.00
2011,2010-12-04,0.00,-4.00,-1.00,7.00,-4.00
2011,2010-12-05,-4.00,2.00,-1.00,21.00,-4.00
1911,2010-12-05,-4.00,2.00,-1.00,21.00,-4.00
2011,2010-12-06,-1.00,4.00,7.00,2.00,-3.00
1911,2010-12-06,-1.00,4.00,7.00,2.00,-3.00
2011,2010-12-07,4.00,-4.00,-1.00,23.00,-3.00
